label,exc_count,quest_count,ellipsis_count,uppercase_count,emoji_score,hashtag_score,tweet_score,positive_word,negative_word,interjection_count,intensifier_count,emoji_tweet_flip,noun_count,verb_count,user_mentions,uni,bi,tri,polarity,rep_letter
1,0,0,0,1,0.0,0.0,0.8658,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,1,0,0,0.0,0.0,0.8365,0,0,0,0,0,0,0,1,0.0,0,0,0,3
1,0,0,0,0,0.0,0.0,0.7902,0,0,0,0,0,0,0,1,0.0,0,0,0,3
1,0,1,0,0,0.0,-0.2263,0.3291,0,0,0,0,0,0,0,1,0.0,0,0,0,4
1,0,0,1,0,0.0,0.0,0.2023,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,0,2,0,0,0.0,0.0,-0.2263,0,0,0,0,0,0,0,2,0.0,0,0,0,0
1,0,0,0,0,0.0,0.0,-0.0,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,0,1,0,0,0.0,0.0,-0.5236,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,2,0,1,0,0.0,-0.2263,-0.8658,0,0,0,0,0,0,0,0,0.0,0,0,0,4
1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0,0,0,9
1,0,1,0,0,0.0,0.0,0.2425,0,0,0,0,0,0,0,0,0.0,0,0,0,9
1,1,0,0,1,0.0,0.0,-0.6597,0,0,0,0,0,0,0,0,0.0,0,0,0,5
1,0,3,0,0,0.0,0.0,0.354,0,0,0,0,0,0,0,1,0.0,0,0,0,7
0,0,0,0,0,0.0,0.0,0.2023,0,0,0,0,0,0,0,1,0.0,0,0,0,0
0,0,0,0,0,0.0,0.0,0.2732,0,0,0,0,0,0,0,1,0.0,0,0,0,0
1,0,1,0,1,0.0,0.0,0.5157,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,2,0,0,0,0.0,0.0,0.8481,0,0,0,0,0,0,0,3,0.0,0,0,0,6
1,0,0,0,0,0.0,0.0,-0.5106,0,0,0,0,0,0,0,0,0.0,0,0,0,6
1,2,1,0,2,0.0,0.0,-0.8067,0,0,0,0,0,0,0,1,0.0,0,0,0,6
1,0,2,0,1,0.0,0.0,-0.8519,0,0,0,0,0,0,0,2,0.0,0,0,0,7
1,0,0,0,0,0.0,0.0,0.2263,0,0,0,0,0,0,0,1,0.0,0,0,0,3
1,0,0,0,2,0.0,0.0,0.1002,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,0,0,0,0,0.0,0.0,0.3265,0,0,0,0,0,0,0,2,0.0,0,0,0,5
1,4,9,0,0,0.0,0.0,-0.2263,0,0,0,0,0,0,0,1,0.0,0,0,0,0
1,3,0,0,0,0.0,0.0,-0.5868,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,3,0,0,3,0.0,0.0,0.6786,0,0,0,0,0,0,0,4,0.0,0,0,0,8
1,0,1,1,1,0.0,0.0,0.5719,0,0,0,0,0,0,0,2,0.0,0,0,0,2
1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,4
1,0,1,0,0,0.0,0.0,0.6908,0,0,0,0,0,0,0,2,0.0,0,0,0,0
1,0,0,0,0,0.0,0.0,0.3167,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,0,0,0,1,0.0,0.0,0.0571,0,0,0,0,0,0,0,0,0.0,0,0,0,6
1,0,0,0,0,0.0,0.0,0.6597,0,0,0,0,0,0,0,0,0.0,0,0,0,6
1,0,1,0,0,0.0,0.0,0.5859,0,0,0,0,0,0,0,0,0.0,0,0,0,5
1,0,0,0,0,0.0,0.0,-0.4215,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,0,0,0,0,0.0,0.0,0.6652,0,0,0,0,0,0,0,2,0.0,0,0,0,3
1,0,1,0,2,0.0,0.0,-0.2023,0,0,0,0,0,0,0,4,0.0,0,0,0,5
1,0,0,0,1,0.0,-0.2263,0.4215,0,0,0,0,0,0,0,0,0.0,0,0,0,5
1,1,0,0,1,0.0,0.0,-0.5622,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,1,0.0,0.0,0.8074,0,0,0,0,0,0,0,0,0.0,0,0,0,4
1,0,0,0,0,0.0,-0.2263,-0.1531,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,0,0.0,-0.2263,0.5106,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,0,0.0,-0.2263,0.4215,0,0,0,0,0,0,0,0,0.0,0,0,0,6
1,0,0,0,0,0.0,0.0,0.4261,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,0,0,0,0.0,-0.2263,0.1695,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,1,0,0,0,0.0,-0.2263,-0.1877,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,1,0,0,0,0.0,-0.2263,-0.089,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,0,0.0,0.0,0.5106,0,0,0,0,0,0,0,0,0.0,0,0,0,4
1,0,0,1,0,0.0,0.0,-0.4588,0,0,0,0,0,0,0,1,0.0,0,0,0,5
1,0,0,0,0,0.0,0.0,-0.34,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,0,0,0,0.0,-0.2263,0.5994,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,0,0,0,0.0,-0.2263,0.34,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,1,0,0,1,0.0,-0.2263,0.5106,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,1,0,0,0,0.0,-0.2263,0.6908,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,0,0,0,0.0,0.0,-0.2263,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,1,0,0.0,0.0,0.3612,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,0,0,0,0.0,-0.2263,0.802,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,1,0,0,1,0.0,0.0,0.1263,0,0,0,0,0,0,0,4,0.0,0,0,0,3
1,0,1,0,0,0.0,0.0,0.3818,0,0,0,0,0,0,0,1,0.0,0,0,0,3
1,0,0,0,4,0.0,0.0,-0.1154,0,0,0,0,0,0,0,2,0.0,0,0,0,3
1,0,0,0,1,0.0,0.0,-0.5106,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,6,1,0,3,0.0,0.0,-0.959,0,0,0,0,0,0,0,0,0.0,0,0,0,6
1,0,0,1,0,0.0,0.0,0.3999,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,0,0.0,0.0,0.4404,0,0,0,0,0,0,0,3,0.0,0,0,0,4
1,0,1,0,0,0.0,0.0,-0.7003,0,0,0,0,0,0,0,0,0.0,0,0,0,4
1,4,1,0,0,0.0,0.0,-0.7003,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,0,2,1,1,0.0,0.0,-0.421,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,0,0,0,0,0.0,0.0,0.6369,0,0,0,0,0,0,0,3,0.0,0,0,0,2
1,0,0,0,3,0.0,0.0,0.6997,0,0,0,0,0,0,0,0,0.0,0,0,0,6
1,4,0,1,1,0.0,0.0,-0.296,0,0,0,0,0,0,0,2,0.0,0,0,0,4
1,0,0,1,0,0.0,0.0,0.1507,0,0,0,0,0,0,0,1,0.0,0,0,0,7
1,4,0,0,2,0.0,0.0,0.7289,0,0,0,0,0,0,0,0,0.0,0,0,0,5
1,0,0,0,2,0.0,0.0,-0.5106,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,1,3,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,0,6
1,0,0,1,0,0.0,0.0,0.6233,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,0,0,1,1,0.0,0.0,0.2263,0,0,0,0,0,0,0,4,0.0,0,0,0,4
1,0,1,0,1,0.0,0.0,0.5106,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,0,0,0,19,0.0,0.0,-0.347,0,0,0,0,0,0,0,2,0.0,0,0,0,4
1,0,0,0,0,0.0,0.0,-0.2263,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,1,0.0,0.0,-0.2263,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,0,0,1,0,0.0,0.0,0.1027,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,0,0,0,0,0.0,0.0,0.3626,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,0,0,1,0,0.0,0.0,0.1779,0,0,0,0,0,0,0,1,0.0,0,0,0,3
1,0,0,0,1,0.0,0.0,-0.2023,0,0,0,0,0,0,0,0,0.0,0,0,0,4
1,4,1,0,3,0.0,0.0,-0.8779,0,0,0,0,0,0,0,1,0.0,0,0,0,5
1,0,0,0,0,0.0,0.0,-0.8225,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,0,0,0,4,0.0,0.0,0.3818,0,0,0,0,0,0,0,2,0.0,0,0,0,5
1,0,0,0,0,0.0,0.0,0.8059,0,0,0,0,0,0,0,3,0.0,0,0,0,1
1,0,0,0,0,0.0,0.0,0.5106,0,0,0,0,0,0,0,1,0.0,0,0,0,0
1,0,0,0,0,0.0,0.0,0.2598,0,0,0,0,0,0,0,1,0.0,0,0,0,4
1,0,0,1,1,0.0,0.0,-0.1531,0,0,0,0,0,0,0,1,0.0,0,0,0,5
1,0,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,0,3
1,1,1,0,1,0.0,0.0,0.5106,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,3,0,0,0.0,0.0,0.7684,0,0,0,0,0,0,0,1,0.0,0,0,0,4
1,0,5,0,0,0.0,0.0,-0.1901,0,0,0,0,0,0,0,2,0.0,0,0,0,1
1,0,0,0,0,0.0,0.0,-0.25,0,0,0,0,0,0,0,2,0.0,0,0,0,4
1,0,0,0,0,0.0,0.0,0.802,0,0,0,0,0,0,0,1,0.0,0,0,0,3
1,0,0,0,0,0.0,0.0,-0.4215,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,1,0,0.0,0.0,0.3612,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,0,0,0,0,0.0,0.0,0.5994,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,1,0,0,1,0.0,0.0,-0.9153,0,0,0,0,0,0,0,1,0.0,0,0,0,7
1,1,0,0,4,0.0,0.0,-0.6435,0,0,0,0,0,0,0,1,0.0,0,0,0,9
1,0,0,0,2,0.0,0.0,0.1238,0,0,0,0,0,0,0,0,0.0,0,0,0,4
1,1,0,0,0,0.4404,-0.2263,0.5623,0,0,0,0,1,0,0,1,0.0,0,0,0,8
1,1,0,0,1,0.0,0.0,0.0601,0,0,0,0,0,0,0,1,0.0,0,0,0,3
1,0,0,0,0,0.0,0.0,0.25,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,2,1,2,1,0.0,0.0,-0.5142,0,0,0,0,0,0,0,1,0.0,0,0,0,4
1,1,0,0,0,0.0,0.0,-0.802,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,0,1,0,0,0.0,0.0,-0.1531,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,0,0,0,1,0.0,0.0,-0.7184,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,1,0,1,0,0.0,0.0,-0.2263,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,0,0,0,0,0.0,-0.2263,-0.1186,0,0,0,0,0,0,0,4,0.0,0,0,0,2
1,0,0,1,1,0.0,0.0,0.4588,0,0,0,0,0,0,0,1,0.0,0,0,0,0
1,1,0,0,0,0.0,0.0,0.8481,0,0,0,0,0,0,0,2,0.0,0,0,0,7
1,1,0,0,1,0.4588,-0.2263,-0.7579,0,0,0,0,1,0,0,2,0.0,0,0,0,3
1,0,0,1,0,0.0,-0.2263,0.782,0,0,0,0,0,0,0,1,0.0,0,0,0,4
1,0,1,0,0,0.0,0.0,-0.8957,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,0,7
1,3,0,0,1,0.0,0.0,0.6249,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,0,0,0,0.0,-0.2263,-0.2263,0,0,0,0,0,0,0,1,0.0,0,0,0,0
1,3,0,0,0,0.0,0.0,-0.9509,0,0,0,0,0,0,0,1,0.0,0,0,0,5
1,0,0,0,0,0.0,0.0,-0.8798,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,0,0,0,1,0.0,0.0,-0.2732,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,0,0,0,0,0.0,0.0,-0.0516,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,0,0,0,0.0,0.0,0.6757,0,0,0,0,0,0,0,8,0.0,0,0,0,6
1,0,1,0,4,0.0,0.0,-0.8056,0,0,0,0,0,0,0,1,0.0,0,0,0,5
1,0,0,0,1,0.0,0.0,0.1027,0,0,0,0,0,0,0,2,0.0,0,0,0,5
1,0,0,0,1,0.0,0.0,0.8196,0,0,0,0,0,0,0,4,0.0,0,0,0,8
1,0,0,0,0,0.0,-0.2263,-0.6044,0,0,0,0,0,0,0,0,0.0,0,0,0,4
1,0,0,0,1,0.0,0.0,0.2455,0,0,0,0,0,0,0,1,0.0,0,0,0,8
1,0,0,0,0,0.0,0.0,-0.6444,0,0,0,0,0,0,0,2,0.0,0,0,0,4
1,1,0,0,0,0.0,0.0,-0.4972,0,0,0,0,0,0,0,0,0.0,0,0,0,6
1,0,1,0,0,0.0,0.0,-0.0772,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,1,0.0,0.0,-0.8689,0,0,0,0,0,0,0,1,0.0,0,0,0,5
1,0,1,0,0,0.0,0.0,-0.068,0,0,0,0,0,0,0,0,0.0,0,0,0,7
1,0,1,0,0,0.0,0.0,-0.2263,0,0,0,0,0,0,0,7,0.0,0,0,0,2
1,2,0,0,0,0.0,0.0,0.2263,0,0,0,0,0,0,0,2,0.0,0,0,0,6
1,0,3,0,1,0.0,0.0,-0.2263,0,0,0,0,0,0,0,0,0.0,0,0,0,4
1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,0,0,0,0.0,0.0,0.4404,0,0,0,0,0,0,0,3,0.0,0,0,0,3
1,0,0,0,2,0.0,0.0,0.4588,0,0,0,0,0,0,0,1,0.0,0,0,0,3
1,0,1,1,0,0.0,0.0,0.0258,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,1,0,0,0.0,0.0,0.2425,0,0,0,0,0,0,0,0,0.0,0,0,0,9
1,2,0,0,0,0.0,-0.2263,-0.2263,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,0,0.0,0.0,0.296,0,0,0,0,0,0,0,0,0.0,0,0,0,4
1,0,0,0,0,0.0,-0.2263,-0.7351,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,1,0.0,-0.2263,0.3182,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,0,0,0,0,0.0,-0.2263,0.5106,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,0,0.0,0.0,0.5994,0,0,0,0,0,0,0,0,0.0,0,0,0,5
1,0,1,0,0,0.0,-0.2263,-0.6449,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,1,0,0,0,0.0,0.0,-0.34,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,1,0,0,0.0,-0.2263,0.1779,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,1,0,0.0,-0.2263,0.4404,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,1,0,0,0,0.0,0.0,-0.2263,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,0,0,0,0.0,0.0,-0.0646,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,1,0.0,0.0,0.6705,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,1,0,0,0,0.0,-0.2263,-0.2263,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,0,0,0,0.0,-0.2263,0.5106,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,1,0,0,0,0.0,0.0,0.7065,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,0,0,0,0.0,0.0,0.5106,0,0,0,0,0,0,0,1,0.0,0,0,0,3
1,1,0,0,1,0.0,-0.2263,0.2732,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,0,0.0,0.0,-0.0284,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,0,0,0,0.0,-0.2263,0.0276,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,1,0.0,-0.2263,-0.1548,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,0,0,1,0.0,-0.2263,-0.2263,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,1,0,0,0.0,-0.2263,0.2175,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,0,0.0,0.0,0.209,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,0,0.0,0.0,-0.2263,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,0,0,0,0.0,0.0,0.4939,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,0,0.0,0.0,0.0772,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,1,0,1,0.0,0.0,0.5157,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,0,2,0,0,0.0,0.0,0.0772,0,0,0,0,0,0,0,3,0.0,0,0,0,4
1,0,1,0,1,0.0,0.0,-0.1779,0,0,0,0,0,0,0,1,0.0,0,0,0,3
1,0,0,0,0,0.0,0.0,0.2732,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,1,1,0,0.0,0.0,0.8402,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,2,1,0,2,0.0,0.0,-0.8067,0,0,0,0,0,0,0,1,0.0,0,0,0,6
1,0,1,2,1,0.0,0.0,-0.2732,0,0,0,0,0,0,0,3,0.0,0,0,0,2
1,0,0,0,0,0.0,0.0,-0.7579,0,0,0,0,0,0,0,2,0.0,0,0,0,3
1,0,0,1,0,0.0,0.0,0.0772,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,0,0,0,2,0.3612,0.0,0.8171,0,0,0,0,1,0,0,0,0.0,0,0,0,4
1,0,0,0,1,0.0,0.0,0.1531,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,3,0.0,0.0,0.7125,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,1,0,0,2,0.4404,0.0,0.7351,0,0,0,0,1,0,0,0,0.0,0,0,0,1
1,0,0,0,3,0.0,-0.2263,0.0828,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,2,0.0,0.0,0.9921,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,2,0.0,-0.2263,0.8519,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,1,0.0,0.0,0.4939,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,0,0,1,0.0,0.0,0.5106,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,1,0,0,1,0.0,-0.2263,0.4404,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,2,0.0,0.0,0.4588,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,0,0,1,0.3612,0.0,0.7717,0,0,0,0,1,0,0,0,0.0,0,0,0,0
1,0,0,0,2,0.0,0.0,0.7579,0,0,0,0,0,0,0,1,0.0,0,0,0,1
1,0,0,1,2,0.0,0.0,0.5106,0,0,0,0,0,0,0,1,0.0,0,0,0,3
1,0,0,0,2,0.0,0.0,0.4588,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,3,0.0,-0.2263,0.9909,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,1,0.0,0.0,0.2732,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,0,1,1,0.0,0.0,0.9186,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,1,0,0,0,0.0,-0.2263,-0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,1,0.7184,0.0,0.8779,0,0,0,0,1,0,0,0,0.0,0,0,0,3
1,0,0,0,2,0.4404,0.0,0.25,0,0,0,0,1,0,0,1,0.0,0,0,0,2
1,0,0,1,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,0,0,2,0.0,-0.2263,-0.3328,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,0,0,0,0.0,0.0,-0.6249,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,1,0.0,0.0,-0.2047,0,0,0,0,0,0,0,0,0.0,0,0,0,5
1,0,0,0,2,0.0,0.0,0.3415,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,1,0.0,0.0,-0.8209,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,0,0,1,0.0,-0.2263,0.2732,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,0,0,1,0.0,-0.2263,0.6115,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,0,0,0,0.0,0.0,0.5279,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,1,-0.4466,0.0,0.4643,0,0,0,0,1,0,0,0,0.0,0,0,0,3
1,0,0,0,1,0.0,0.0,0.1531,0,0,0,0,0,0,0,0,0.0,0,0,0,6
1,1,0,0,1,0.0,0.0,0.2023,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,0,0,0,0,0.0,0.0,0.5859,0,0,0,0,0,0,0,0,0.0,0,0,0,4
1,0,0,0,0,0.0,0.0,0.8402,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,0,0,0,0,0.0,0.0,0.3612,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,1,0,0,0,0.0,0.0,0.6369,0,0,0,0,0,0,0,3,0.0,0,0,0,1
1,0,0,0,0,0.0,0.0,0.5719,0,0,0,0,0,0,0,0,0.0,0,0,0,1
1,1,1,0,0,0.0,0.0,-0.2263,0,0,0,0,0,0,0,0,0.0,0,0,0,2
1,1,0,0,0,0.0,0.0,0.4215,0,0,0,0,0,0,0,0,0.0,0,0,0,5
1,1,0,0,4,0.0,0.0,-0.2579,0,0,0,0,0,0,0,1,0.0,0,0,0,2
1,0,1,0,1,0.0,-0.2263,0.8663,0,0,0,0,0,0,0,0,0.0,0,0,0,8
1,1,0,0,2,0.0,0.0,-0.491,0,0,0,0,0,0,0,0,0.0,0,0,0,5
1,0,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,3
1,0,0,0,0,0.0,0.0,0.6124,0,0,0,0,0,0,0,0,0.0,0,0,0,1
